Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Dice @0.5,Best Threshold,Test Dice @best,Dice @0.05,Dice @0.10,Dice @0.15,Dice @0.20,Dice @0.25,Dice @0.30,Dice @0.35,Dice @0.40,Dice @0.45,Dice @0.50,Dice @0.55,Dice @0.60,Dice @0.65,Dice @0.70,Dice @0.75,Dice @0.80,Dice @0.85,Dice @0.90,Dice @0.95
KDSB,Baseline,outbn0,5,ensemble,filtered,5,5,,0.677966833114624,0.4,0.705094575881958,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.6745189428329468,0.705094575881958,0.6951020956039429,0.677966833114624,0.6342368125915527,0.48691776394844055,0.2899603545665741,0.20431038737297058,0.14764539897441864,0.007772916927933693,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,outbn0,5,ensemble,unfiltered,5,5,,0.677966833114624,0.4,0.705094575881958,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.6745189428329468,0.705094575881958,0.6951020956039429,0.677966833114624,0.6342368125915527,0.48691776394844055,0.2899603545665741,0.20431038737297058,0.14764539897441864,0.007772916927933693,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,outbn0,10,ensemble,filtered,3,5,"1,4",0.8376991152763367,0.55,0.8406102657318115,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.6389366388320923,0.7399764060974121,0.7527729272842407,0.7553877830505371,0.8376991152763367,0.8406102657318115,0.8352280259132385,0.7057449817657471,0.4031805992126465,0.22610428929328918,0.06117398291826248,0.012845161370933056,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,outbn0,10,ensemble,unfiltered,5,5,,0.8413277268409729,0.5,0.8413277268409729,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.6762704849243164,0.7436750531196594,0.8121651411056519,0.8413277268409729,0.691589891910553,0.3293163776397705,0.10255329310894012,0.02269815467298031,0.0008851938764564693,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,outbn0,20,ensemble,filtered,5,5,,0.862523078918457,0.4,0.8706583976745605,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.7323461174964905,0.8420032262802124,0.8630862832069397,0.8685694932937622,0.8706583976745605,0.8688956499099731,0.862523078918457,0.8565273284912109,0.8498229384422302,0.8420940041542053,0.8315313458442688,0.8085334897041321,0.24993754923343658,0.012259466573596,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,outbn0,20,ensemble,unfiltered,5,5,,0.862523078918457,0.4,0.8706583976745605,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.7323461174964905,0.8420032262802124,0.8630862832069397,0.8685694932937622,0.8706583976745605,0.8688956499099731,0.862523078918457,0.8565273284912109,0.8498229384422302,0.8420940041542053,0.8315313458442688,0.8085334897041321,0.24993754923343658,0.012259466573596,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,outbn0,50,ensemble,filtered,5,5,,0.8795411586761475,0.45,0.879850447177887,0.8420121669769287,0.8581061363220215,0.8662208318710327,0.8715829849243164,0.8751043081283569,0.8773167729377747,0.8786655068397522,0.8796005249023438,0.879850447177887,0.8795411586761475,0.8789610862731934,0.8777095079421997,0.8758445978164673,0.8735383152961731,0.8702546954154968,0.8648810386657715,0.8572385907173157,0.8468098640441895,0.827602207660675
KDSB,Baseline,outbn0,50,ensemble,unfiltered,5,5,,0.8795411586761475,0.45,0.879850447177887,0.8420121669769287,0.8581061363220215,0.8662208318710327,0.8715829849243164,0.8751043081283569,0.8773167729377747,0.8786655068397522,0.8796005249023438,0.879850447177887,0.8795411586761475,0.8789610862731934,0.8777095079421997,0.8758445978164673,0.8735383152961731,0.8702546954154968,0.8648810386657715,0.8572385907173157,0.8468098640441895,0.827602207660675
KDSB,SimSiam,base,1,ensemble,filtered,5,5,,0.6183553338050842,0.65,0.6331132054328918,0.2908146381378174,0.35606878995895386,0.42828747630119324,0.48100394010543823,0.5116962194442749,0.5384625792503357,0.5614455342292786,0.5785849690437317,0.5999301075935364,0.6183553338050842,0.6306816935539246,0.6330385804176331,0.6331132054328918,0.6179240942001343,0.5678786039352417,0.4012112617492676,0.19856378436088562,0.1090615913271904,0.0660376027226448
KDSB,SimSiam,base,1,ensemble,unfiltered,5,5,,0.6183553338050842,0.65,0.6331132054328918,0.2908146381378174,0.35606878995895386,0.42828747630119324,0.48100394010543823,0.5116962194442749,0.5384625792503357,0.5614455342292786,0.5785849690437317,0.5999301075935364,0.6183553338050842,0.6306816935539246,0.6330385804176331,0.6331132054328918,0.6179240942001343,0.5678786039352417,0.4012112617492676,0.19856378436088562,0.1090615913271904,0.0660376027226448
KDSB,SimSiam,base,5,ensemble,filtered,5,5,,0.5794041752815247,0.3,0.6375225186347961,0.3546179234981537,0.507382869720459,0.5660973191261292,0.6119725704193115,0.6333164572715759,0.6375225186347961,0.6306142210960388,0.6157912611961365,0.5985106229782104,0.5794041752815247,0.5600738525390625,0.5403721332550049,0.5207388401031494,0.5030651092529297,0.48897311091423035,0.475484699010849,0.4586634635925293,0.4307019114494324,0.38074618577957153
KDSB,SimSiam,base,5,ensemble,unfiltered,5,5,,0.5794041752815247,0.3,0.6375225186347961,0.3546179234981537,0.507382869720459,0.5660973191261292,0.6119725704193115,0.6333164572715759,0.6375225186347961,0.6306142210960388,0.6157912611961365,0.5985106229782104,0.5794041752815247,0.5600738525390625,0.5403721332550049,0.5207388401031494,0.5030651092529297,0.48897311091423035,0.475484699010849,0.4586634635925293,0.4307019114494324,0.38074618577957153
